"nt","md","name","eq","way","ec","ko","rn","symbol","map","mdk"
"Aerobic respiration of carbon monoxide","Quinone reduction by NADH","NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:7.1.1.2], NADH dehydrogenase (ubiquinone) Fe-S protein 2 [EC:7.1.1.2], NADH dehydrogenase (ubiquinone) Fe-S protein 3 [EC:7.1.1.2], NADH dehydrogenase (ubiquinone) Fe-S protein 4, NADH dehydrogenase (ubiquinone) Fe-S protein 5, NADH dehydrogenase (ubiquinone) Fe-S protein 6, NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:7.1.1.2], NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:7.1.1.2], NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:7.1.1.2], NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:7.1.1.2]","Ubiquinone + NADH + H+ + 4 H+[side 2] <=> Ubiquinol + NAD+ + 4 H+[side 2]","Bidirectional","7.1.1.2","K03934, K03935, K03936, K03937, K03938, K03939, K03940, K03941, K03942, K03943","R7.1.1.2","NDUFS1, NDUFS2, NDUFS3, NDUFS4, NDUFS5, NDUFS6, NDUFS7, NDUFS8, NDUFV1, NDUFV2","map00190","M00143"
"Aerobic respiration of carbon monoxide","Quinone reduction by NADH","NADH-quinone oxidoreductase subunit A [EC:7.1.1.2], NADH-quinone oxidoreductase subunit B [EC:7.1.1.2], NADH-quinone oxidoreductase subunit C [EC:7.1.1.2], NADH-quinone oxidoreductase subunit D [EC:7.1.1.2], NADH-quinone oxidoreductase subunit E [EC:7.1.1.2], NADH-quinone oxidoreductase subunit F [EC:7.1.1.2], NADH-quinone oxidoreductase subunit G [EC:7.1.1.2], NADH-quinone oxidoreductase subunit H [EC:7.1.1.2], NADH-quinone oxidoreductase subunit I [EC:7.1.1.2], NADH-quinone oxidoreductase subunit J [EC:7.1.1.2], NADH-quinone oxidoreductase subunit K [EC:7.1.1.2], NADH-quinone oxidoreductase subunit L [EC:7.1.1.2], NADH-quinone oxidoreductase subunit M [EC:7.1.1.2], NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]","Ubiquinone + NADH + H+ + 4 H+[side 2] <=> Ubiquinol + NAD+ + 4 H+[side 2]","Bidirectional","7.1.1.2","K00330, K00331, K00332, K00333, K00334, K00335, K00336, K00337, K00338, K00339, K00340, K00341, K00342, K00343","R7.1.1.2","nuoA, nuoB, nuoC, nuoD, nuoE, nuoF, nuoG, nuoH, nuoI, nuoJ, nuoK, nuoL, nuoM, nuoN","map00190","M00144"
"Aerobic respiration of carbon monoxide","Quinone reduction by NADH","NADH-quinone oxidoreductase subunit A [EC:7.1.1.2], NADH-quinone oxidoreductase subunit B [EC:7.1.1.2], NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2], NADH-quinone oxidoreductase subunit E [EC:7.1.1.2], NADH-quinone oxidoreductase subunit F [EC:7.1.1.2], NADH-quinone oxidoreductase subunit G [EC:7.1.1.2], NADH-quinone oxidoreductase subunit H [EC:7.1.1.2], NADH-quinone oxidoreductase subunit I [EC:7.1.1.2], NADH-quinone oxidoreductase subunit J [EC:7.1.1.2], NADH-quinone oxidoreductase subunit K [EC:7.1.1.2], NADH-quinone oxidoreductase subunit L [EC:7.1.1.2], NADH-quinone oxidoreductase subunit M [EC:7.1.1.2], NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]","Ubiquinone + NADH + H+ + 4 H+[side 2] <=> Ubiquinol + NAD+ + 4 H+[side 2]","Bidirectional","7.1.1.2","K00330, K00331, K13378, K00334, K00335, K00336, K00337, K00338, K00339, K00340, K00341, K00342, K00343","R7.1.1.2","nuoA, nuoB, nuoCD, nuoE, nuoF, nuoG, nuoH, nuoI, nuoJ, nuoK, nuoL, nuoM, nuoN","map00190","M00144"
"Aerobic respiration of carbon monoxide","Quinone reduction by NADH","NADH-quinone oxidoreductase subunit A [EC:7.1.1.2], NADH-quinone oxidoreductase subunit B/C/D [EC:7.1.1.2], NADH-quinone oxidoreductase subunit E [EC:7.1.1.2], NADH-quinone oxidoreductase subunit F [EC:7.1.1.2], NADH-quinone oxidoreductase subunit G [EC:7.1.1.2], NADH-quinone oxidoreductase subunit H [EC:7.1.1.2], NADH-quinone oxidoreductase subunit I [EC:7.1.1.2], NADH-quinone oxidoreductase subunit J [EC:7.1.1.2], NADH-quinone oxidoreductase subunit K [EC:7.1.1.2], NADH-quinone oxidoreductase subunit L [EC:7.1.1.2], NADH-quinone oxidoreductase subunit M [EC:7.1.1.2], NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]","Ubiquinone + NADH + H+ + 4 H+[side 2] <=> Ubiquinol + NAD+ + 4 H+[side 2]","Bidirectional","7.1.1.2","K00330, K13380, K00334, K00335, K00336, K00337, K00338, K00339, K00340, K00341, K00342, K00343","R7.1.1.2","nuoA, nuoBCD, nuoE, nuoF, nuoG, nuoH, nuoI, nuoJ, nuoK, nuoL, nuoM, nuoN","map00190","M00144"
"Aerobic respiration of carbon monoxide","Quinone reduction by NADH","NADH-ubiquinone oxidoreductase chain 1 [EC:7.1.1.2], NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2], NADH-ubiquinone oxidoreductase chain 3 [EC:7.1.1.2], NADH-ubiquinone oxidoreductase chain 4 [EC:7.1.1.2], NADH-ubiquinone oxidoreductase chain 4L [EC:7.1.1.2], NADH-ubiquinone oxidoreductase chain 5 [EC:7.1.1.2], NADH-ubiquinone oxidoreductase chain 6 [EC:7.1.1.2]","Ubiquinone + NADH + H+ + 4 H+[side 2] <=> Ubiquinol + NAD+ + 4 H+[side 2]","Bidirectional","7.1.1.2","K03878, K03879, K03880, K03881, K03882, K03883, K03884","R7.1.1.2","ND1, ND2, ND3, ND4, ND4L, ND5, ND6","map00190","M00142"
"Aerobic respiration of carbon monoxide","Quinone reduction by NADH","Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]","NADH + H+ + Ubiquinone + Na+[side 1] <=> NAD+ + Ubiquinol + Na+[side 2]","Bidirectional","7.2.1.1","K00346, K00347, K00348, K00349, K00350, K00351","R7.2.1.1","nqrA, nqrB, nqrC, nqrD, nqrE, nqrF",NA,NA
"Aerobic respiration of carbon monoxide","Quinone reduction by NADH","Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]","NADH + H+ + Quinone + Na+[side 1] <=> NAD+ + Hydroquinone + Na+[side 2]","Bidirectional","7.2.1.1","K00346, K00347, K00348, K00349, K00350, K00351","R7.2.1.A","nqrA, nqrB, nqrC, nqrD, nqrE, nqrF",NA,NA
"Aerobic respiration of carbon monoxide","Quinone reduction by NADH","NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]","Ubiquinol + NAD+ <=> Ubiquinone + NADH + H+","Bidirectional","1.6.5.9","K03885","R02163","ndh",NA,NA
"Aerobic respiration of carbon monoxide","Quinone reduction by NADH","NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]","Ubiquinol + NAD+ <=> Ubiquinone + NADH + H+","Bidirectional","1.6.5.9","K23948","R02163","E1.6.5.9",NA,NA
"Aerobic respiration of carbon monoxide","Quinone reduction by NADH","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","NADH + H+ + Quinone <=> NAD+ + Hydroquinone","Bidirectional","1.6.5.2","K00355","R07358","NQO1",NA,NA
"Aerobic respiration of carbon monoxide","Quinone reduction by NADH","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","NADH + H+ + Quinone <=> NAD+ + Hydroquinone","Bidirectional","1.6.5.2","K03809","R07358","wrbA",NA,NA
"Aerobic respiration of carbon monoxide","Quinone reduction by NADH","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","NADH + H+ + Quinone <=> NAD+ + Hydroquinone","Bidirectional","1.6.5.2","K19267","R07358","qorB",NA,NA
"Aerobic respiration of carbon monoxide","Quinone reduction by NADH","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","NADH + H+ + Quinone <=> NAD+ + Hydroquinone","Bidirectional","1.6.5.2","K23842","R07358","lpdA",NA,NA
"Aerobic respiration of carbon monoxide","Quinone reduction by NADH","NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]","NADH + H+ + Quinone <=> NAD+ + Hydroquinone","Bidirectional","1.6.5.9","K03885","R07358","ndh",NA,NA
"Aerobic respiration of carbon monoxide","Quinone reduction by NADH","NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]","NADH + H+ + Quinone <=> NAD+ + Hydroquinone","Bidirectional","1.6.5.9","K23948","R07358","E1.6.5.9",NA,NA
"Aerobic respiration of carbon monoxide","Cytochrome c reduction by quinone","ubiquinol-cytochrome c reductase cytochrome b subunit, ubiquinol-cytochrome c reductase cytochrome c1 subunit, ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]","Ubiquinol + 2 Ferricytochrome c <=> Ubiquinone + 2 Ferrocytochrome c + 2 H+[side 2]","Bidirectional","7.1.1.8","K00412, K00413, K00411","R7.1.1.8.A","CYTB, CYC1, UQCRFS1","map00190","M00151"
"Aerobic respiration of carbon monoxide","Cytochrome c reduction by quinone","ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8], ubiquinol-cytochrome c reductase cytochrome b subunit, ubiquinol-cytochrome c reductase cytochrome c1 subunit, ubiquinol-cytochrome c reductase core subunit 1, ubiquinol-cytochrome c reductase core subunit 2, ubiquinol-cytochrome c reductase subunit 6, ubiquinol-cytochrome c reductase subunit 7, ubiquinol-cytochrome c reductase subunit 8, ubiquinol-cytochrome c reductase subunit 9, ubiquinol-cytochrome c reductase subunit 10","Ubiquinol + 2 Ferricytochrome c <=> Ubiquinone + 2 Ferrocytochrome c + 2 H+[side 2]","Bidirectional","7.1.1.8","K00411, K00412, K00413, K00414, K00415, K00416, K00417, K00418, K00419, K00420","R7.1.1.8.A","UQCRFS1, CYTB, CYC1, QCR1, QCR2, QCR6, QCR7, QCR8, QCR9, QCR10","map00190","M00152"
"Aerobic respiration of carbon monoxide","Cytochrome c reduction by quinone","quinol---cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8], quinol---cytochrome-c reductase cytochrome b subunit [EC:7.1.1.8], quinol---cytochrome-c reductase cytochrome c subunit [EC:7.1.1.8]","Hydroquinone + 2 Ferricytochrome c <=> Quinone + 2 Ferrocytochrome c + 2 H+[side 2]","Bidirectional","7.1.1.8","K03890, K03891, K03889","R7.1.1.8.B","qcrA, qcrB, qcrC","map00190","M00151"
"Aerobic respiration of carbon monoxide","Cytochrome c reduction by quinone","quinol---cytochrome c reductase iron-sulfur subunit, bacillus type [EC:7.1.1.8], quinol---cytochrome c reductase cytochrome b subunit, bacillus type [EC:7.1.1.8], quinol---cytochrome c reductase cytochrome c subunit, bacillus type [EC:7.1.1.8]","Hydroquinone + 2 Ferricytochrome c <=> Quinone + 2 Ferrocytochrome c + 2 H+[side 2]","Bidirectional","7.1.1.8","K03886, K03887, K03888","R7.1.1.8.B","qcrA, qcrB, qcrC","map00190","M00151"
"Aerobic respiration of carbon monoxide","Cytochrome c reduction by quinone","ubiquinol-cytochrome c reductase cytochrome b subunit, ubiquinol-cytochrome c reductase cytochrome c1 subunit, ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]","Hydroquinone + 2 Ferricytochrome c <=> Quinone + 2 Ferrocytochrome c + 2 H+[side 2]","Bidirectional","7.1.1.8","K00412, K00413, K00411","R7.1.1.8.B","CYTB, CYC1, UQCRFS1","map00190","M00151"
"Aerobic respiration of carbon monoxide","Cytochrome c reduction by quinone","ubiquinol-cytochrome c reductase cytochrome b/c1 subunit, ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]","Hydroquinone + 2 Ferricytochrome c <=> Quinone + 2 Ferrocytochrome c + 2 H+[side 2]","Bidirectional","7.1.1.8","K00410, K00411","R7.1.1.8.B","fbcH, UQCRFS1","map00190","M00151"
"Aerobic respiration of carbon monoxide","Oxygen reduction by electron carriers","cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9], cytochrome c oxidase cbb3-type subunit II, cytochrome c oxidase cbb3-type subunit IV, cytochrome c oxidase cbb3-type subunit III","Oxygen + 4 Ferrocytochrome c + 8 H+[side 1] <=> 4 Ferricytochrome c + 2 H2O* + 4 H+[side 2]","Forward","7.1.1.9","K00404, K00405, K00407, K00406","R7.1.1.9","ccoN, ccoO, ccoQ, ccoP","map00190","M00156"
"Aerobic respiration of carbon monoxide","Oxygen reduction by electron carriers","cytochrome c oxidase cbb3-type subunit I/II [EC:7.1.1.9], cytochrome c oxidase cbb3-type subunit IV, cytochrome c oxidase cbb3-type subunit III","Oxygen + 4 Ferrocytochrome c + 8 H+[side 1] <=> 4 Ferricytochrome c + 2 H2O* + 4 H+[side 2]","Forward","7.1.1.9","K15862, K00407, K00406","R7.1.1.9","ccoNO, ccoQ, ccoP","map00190","M00156"
"Aerobic respiration of carbon monoxide","Oxygen reduction by electron carriers","cytochrome c oxidase subunit II [EC:7.1.1.9], cytochrome c oxidase subunit I [EC:7.1.1.9], cytochrome c oxidase subunit III [EC:7.1.1.9]","Oxygen + 4 Ferrocytochrome c + 8 H+[side 1] <=> 4 Ferricytochrome c + 2 H2O* + 4 H+[side 2]","Forward","7.1.1.9","K02275, K02274, K02276","R7.1.1.9","coxB, coxA, coxC","map00190","M00155"
"Aerobic respiration of carbon monoxide","Oxygen reduction by electron carriers","cytochrome c oxidase subunit II [EC:7.1.1.9], cytochrome c oxidase subunit I+III [EC:7.1.1.9]","Oxygen + 4 Ferrocytochrome c + 8 H+[side 1] <=> 4 Ferricytochrome c + 2 H2O* + 4 H+[side 2]","Forward","7.1.1.9","K02275, K15408","R7.1.1.9","coxB, coxAC","map00190","M00155"
"Aerobic respiration of carbon monoxide","Oxygen reduction by electron carriers","heme o synthase [EC:2.5.1.141], cytochrome c oxidase subunit 3, cytochrome c oxidase subunit 1 [EC:7.1.1.9], cytochrome c oxidase subunit 2, cytochrome c oxidase subunit 4, cytochrome c oxidase subunit 5a, cytochrome c oxidase subunit 5b, cytochrome c oxidase subunit 6a, cytochrome c oxidase subunit 6b, cytochrome c oxidase subunit 6c, cytochrome c oxidase subunit 7a, cytochrome c oxidase subunit 7c, cytochrome c oxidase assembly protein subunit 11, heme a synthase [EC:1.17.99.9], cytochrome c oxidase assembly protein subunit 17","Oxygen + 4 Ferrocytochrome c + 8 H+[side 1] <=> 4 Ferricytochrome c + 2 H2O* + 4 H+[side 2]","Forward","7.1.1.9","K02257, K02262, K02256, K02261, K02263, K02264, K02265, K02266, K02267, K02268, K02270, K02272, K02258, K02259, K02260","R7.1.1.9","COX10, COX3, COX1, COX2, COX4, COX5A, COX5B, COX6A, COX6B, COX6C, COX7A, COX7C, COX11, COX15, COX17","map00190","M00154"
"Aerobic respiration of carbon monoxide","Oxygen reduction by electron carriers","cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3], cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3], cytochrome o ubiquinol oxidase subunit III, cytochrome o ubiquinol oxidase subunit IV","2 Ubiquinol + Oxygen + 8 H+[side 1] <=> 2 Ubiquinone + 2 H2O* + 8 H+[side 2]","Forward","7.1.1.3","K02297, K02298, K02299, K02300","R7.1.1.3","cyoA, cyoB, cyoC, cyoD","map00190","M00417"
"Aerobic respiration of carbon monoxide","Oxygen reduction by electron carriers","cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7], cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7], cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]","2 Ubiquinol + Oxygen + 4 H+[side 1] <=> 2 Ubiquinone + 2 H2O* + 4 H+[side 2]","Forward","7.1.1.7","K00425, K00426","R7.1.1.7","cydA, cydB, cydX","map00190","M00153"
"Aerobic respiration of carbon monoxide","Oxygen reduction by electron carriers","cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7], cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7], cytochrome bd-II ubiquinol oxidase subunit AppX [EC:7.1.1.7]","2 Ubiquinol + Oxygen + 4 H+[side 1] <=> 2 Ubiquinone + 2 H2O* + 4 H+[side 2]","Forward","7.1.1.7","K00425, K00426, K22501","R7.1.1.7","cydA, cydB, appX","map00190","M00153"
"Aerobic respiration of carbon monoxide","Oxygen reduction by electron carriers","cytochrome aa3-600 menaquinol oxidase subunit I [EC:7.1.1.5], cytochrome aa3-600 menaquinol oxidase subunit II [EC:7.1.1.5], cytochrome aa3-600 menaquinol oxidase subunit III [EC:7.1.1.5], cytochrome aa3-600 menaquinol oxidase subunit IV [EC:7.1.1.5]","2 Hydroquinone + Oxygen + n H+[side 1] <=> 2 Quinone + 2 H2O* + n H+[side 2]","Forward","7.1.1.A","K02827, K02826, K02828, K02829","R7.1.1.A","qoxB, qoxA, qoxC, qoxD","map00190","M00416"
"Aerobic respiration of carbon monoxide","Oxygen reduction by electron carriers","heme bearing subunit I of the terminal oxidase, terminal oxidase subunit","2 Hydroquinone + Oxygen + n H+[side 1] <=> 2 Quinone + 2 H2O* + n H+[side 2]","Forward","7.1.1.A","K16933, K16934","R7.1.1.A","doxB, doxC",NA,NA
"Aerobic respiration of carbon monoxide","ATP formation","F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATP synthase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit 6, F-type H+-transporting ATPase subunit 8","ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2]","Reverse","7.1.2.2","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K01549, K02130, K02140, K02131, K02125","R7.1.2.2","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, TIM11, ATPeF0F, ATPeFG, ATPeF0F6, ATPeF08","map00190","M00158"
"Aerobic respiration of carbon monoxide","ATP formation","F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATP synthase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit 6, F-type H+-transporting ATPase subunit 8","ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2]","Reverse","7.1.2.2","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K01549, K02139, K02140, K02131, K02125","R7.1.2.2","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, TIM11, ATPeFF, ATPeFG, ATPeF0F6, ATPeF08","map00190","M00158"
"Aerobic respiration of carbon monoxide","ATP formation","F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATP synthase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit h, F-type H+-transporting ATPase subunit 8","ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2]","Reverse","7.1.2.2","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K01549, K02130, K02140, K02141, K02125","R7.1.2.2","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, TIM11, ATPeF0F, ATPeFG, ATPeFH, ATPeF08","map00190","M00158"
"Aerobic respiration of carbon monoxide","ATP formation","F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATP synthase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit h, F-type H+-transporting ATPase subunit 8","ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2]","Reverse","7.1.2.2","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K01549, K02139, K02140, K02141, K02125","R7.1.2.2","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, TIM11, ATPeFF, ATPeFG, ATPeFH, ATPeF08","map00190","M00158"
