"Genus","Species","Subspecies","Strain","Status","LPSN_ID","address"
"Nocardia","lasii",NA,"3C-HV12; CGMCC 4.7279; DSM 100525","VL; sp. nov.; validly published under the ICNP; correct name",794808,"https://lpsn.dsmz.de/species/nocardia-lasii"
"Nocardia","lijiangensis",NA,"CCTCC AA 204005; DSM 44933; JCM 13592; KCTC 19028; YIM 33378","VL; sp. nov.; validly published under the ICNP; correct name",785476,"https://lpsn.dsmz.de/species/nocardia-lijiangensis"
"Nocardia","macrotermitis",NA,"NRRL B-65541; RB 20; VKM Ac-2841","VP; sp. nov.; validly published under the ICNP; correct name",14080,"https://lpsn.dsmz.de/species/nocardia-macrotermitis"
"Nocardia","mangyaensis",NA,"CGMCC 4.7494; JCM 32795; Y48","VP; sp. nov.; validly published under the ICNP; correct name",799865,"https://lpsn.dsmz.de/species/nocardia-mangyaensis"
"Nocardia","mexicana",NA,"CIP 108295; DSM 44952; JCM 14590","VL; sp. nov.; validly published under the ICNP; correct name",778744,"https://lpsn.dsmz.de/species/nocardia-mexicana"
"Nocardia","mikamii",NA,"DSM 45174; JCM 15508; W8061","VP; sp. nov.; validly published under the ICNP; correct name",788772,"https://lpsn.dsmz.de/species/nocardia-mikamii"
"Nocardia","miyunensis",NA,"117; CGMCC 4.1904; DSM 17685; JCM 12860","VP; sp. nov.; validly published under the ICNP; correct name",778746,"https://lpsn.dsmz.de/species/nocardia-miyunensis"
"Nocardia","neocaledoniensis",NA,"DSM 44717; JCM 12604; NCIMB 13955; SBHR OA6","VP; sp. nov.; validly published under the ICNP; correct name",778748,"https://lpsn.dsmz.de/species/nocardia-neocaledoniensis"
"Nocardia","niigatensis",NA,"DSM 44670; IFM 330; JCM 11894; NBRC 100131","VP; sp. nov.; validly published under the ICNP; correct name",778750,"https://lpsn.dsmz.de/species/nocardia-niigatensis"
"Nocardia","ninae",NA,"CIP 108955; DSM 44978; JCM 14667; OFN 02.72","VP; sp. nov.; validly published under the ICNP; correct name",778751,"https://lpsn.dsmz.de/species/nocardia-ninae"
"Nocardia","niwae",NA,"CCUG 57756; DSM 45340; W9241","VP; sp. nov.; validly published under the ICNP; correct name",789049,"https://lpsn.dsmz.de/species/nocardia-niwae"
"Nocardia","noduli",NA,"CECT 30123; DSM 110878; ncl1","VL; sp. nov.; validly published under the ICNP; correct name",36292,"https://lpsn.dsmz.de/species/nocardia-noduli"
"Nocardia","nova",NA,"ATCC 33726; CCUG 45939; CIP 104777; DSM 44481; IFO 15556; JCM 6044; NBRC 15556; R.E. Gordon R443; Tsukamura 23095; VKM Ac-1971","VL; sp. nov.; validly published under the ICNP; correct name",778753,"https://lpsn.dsmz.de/species/nocardia-nova"
"Nocardia","otitidiscaviarum",NA,"ATCC 14629; CCUG 10075; CIP 104514; DSM 43242; IFO 14405; JCM 3377; JCM 3393; NBRC 14405; NCTC 1934; VKM Ac-869","VL; sp. nov.; validly published under the ICNP; correct name",778757,"https://lpsn.dsmz.de/species/nocardia-otitidiscaviarum"
"Nocardia","paucivorans",NA,"ATCC BAA-278; CCUG 46117; CIP 106798; DSM 44386; IMMIB D-1632; JCM 10919; NBRC 100373","VP; sp. nov.; validly published under the ICNP; correct name",778759,"https://lpsn.dsmz.de/species/nocardia-paucivorans"
"Nocardia","pigrifrangens",NA,"7031; CGMCC 4.1808; DSM 44957; JCM 11884","VP; sp. nov.; validly published under the ICNP; correct name",778764,"https://lpsn.dsmz.de/species/nocardia-pigrifrangens"
"Nocardia","pneumoniae",NA,"DSM 44730; IFM 784; JCM 12119; NBRC 100136","VP; sp. nov.; validly published under the ICNP; correct name",778766,"https://lpsn.dsmz.de/species/nocardia-pneumoniae"
"Nocardia","polyresistens",NA,"CCTCC AA 204004; DSM 44932; JCM 13593; KCTC 19027; YIM 33361","VP; sp. nov.; validly published under the ICNP; correct name",778768,"https://lpsn.dsmz.de/species/nocardia-polyresistens"
"Nocardia","pseudobrasiliensis",NA,"ATCC 51512; CCUG 35436; CIP 104600; DSM 44290; JCM 9894","VP; sp. nov.; validly published under the ICNP; correct name",778769,"https://lpsn.dsmz.de/species/nocardia-pseudobrasiliensis"
"Nocardia","pseudovaccinii",NA,"AR 368,38366-20; DSM 43406; JCM 11883; NBRC 100343; NRRL B-24154","VP; sp. nov.; validly published under the ICNP; correct name",778771,"https://lpsn.dsmz.de/species/nocardia-pseudovaccinii"
"Nocardia","pulmonis",NA,"CDC 141; GDMCC 4.207; JCM 34955","VP; sp. nov.; validly published under the ICNP; correct name",37191,"https://lpsn.dsmz.de/species/nocardia-pulmonis"
"Nocardia","puris",NA,"CCUG 48752; DSM 44599; IMMIB R-145; JCM 13031; NRRL B-24204","VP; sp. nov.; validly published under the ICNP; correct name",778772,"https://lpsn.dsmz.de/species/nocardia-puris"
"Nocardia","rayongensis",NA,"JCM 19832; PCU 334; RY45-3; TISTR 2213","VP; sp. nov.; validly published under the ICNP; correct name",794109,"https://lpsn.dsmz.de/species/nocardia-rayongensis"
"Nocardia","rhamnosiphila",NA,"202GMO; DSM 45147; NRRL B-24637","VL; sp. nov.; validly published under the ICNP; correct name",787179,"https://lpsn.dsmz.de/species/nocardia-rhamnosiphila"
"Nocardia","rhizosphaerae",NA,"CGMCC 4.7204; DSM 102210; KCC 29678; KCTC 29678; KLBMP S0043","VL; sp. nov.; validly published under the ICNP; correct name",793272,"https://lpsn.dsmz.de/species/nocardia-rhizosphaerae"
"Nocardia","rhizosphaerihabitans",NA,"CGMCC 4.7329; KCTC 39693; KLBMP S0039","VP; sp. nov.; validly published under the ICNP; correct name",796366,"https://lpsn.dsmz.de/species/nocardia-rhizosphaerihabitans"
"Nocardia","rosealba",NA,"CCTCC AA 2020038; DSM 111936; NEAU G4","VP; sp. nov.; validly published under the ICNP; correct name",29173,"https://lpsn.dsmz.de/species/nocardia-rosealba"
"Nocardia","salmonicida","cummidelens","CCUG 46121; CCUG 46295; CIP 107225; DSM 44490; JCM 11439; NBRC 100378; NCIMB 13758; R89","VL; comb. nov.; validly published under the ICNP; correct name",798243,"https://lpsn.dsmz.de/subspecies/nocardia-salmonicida-cummidelens"
"Nocardia","salmonicida","salmonicida","ATCC 27463; CBS 694.72; DSM 40472; IFO 13393; ISP 5472; JCM 4826; NRRL B-2778","VL; subsp. nov.; validly published under the ICNP; correct name",798245,"https://lpsn.dsmz.de/subspecies/nocardia-salmonicida-salmonicida"
"Nocardia","seriolae",NA,"ATCC 43993; CCUG 46828; CIP 104778; DSM 44129; IFO 15557; JCM 3360; NBRC 15557; VKM Ac-1967","VP; sp. nov.; validly published under the ICNP; correct name",778783,"https://lpsn.dsmz.de/species/nocardia-seriolae"
"Nocardia","shimofusensis",NA,"DSM 44733; IFM 10311; JCM 12122; NBRC 100134","VP; sp. nov.; validly published under the ICNP; correct name",778784,"https://lpsn.dsmz.de/species/nocardia-shimofusensis"
"Nocardia","shinanonensis",NA,"IFM 11456; NBRC 109590; TBRC 5149; TBRC 5194","VP; sp. nov.; validly published under the ICNP; correct name",794471,"https://lpsn.dsmz.de/species/nocardia-shinanonensis"
"Nocardia","sienata",NA,"DSM 44766; IFM 10088; JCM 12236; NBRC 100364","VL; sp. nov.; validly published under the ICNP; correct name",778785,"https://lpsn.dsmz.de/species/nocardia-sienata"
"Nocardia","speluncae",NA,"DSM 45078; JBRI 2006; JCM 14881; KCTC 19223; N2-11","VP; sp. nov.; validly published under the ICNP; correct name",786977,"https://lpsn.dsmz.de/species/nocardia-speluncae"
"Nocardia","spumae",NA,"DSM 111726; NCCB 100868; USC-21048","VP; sp. nov.; validly published under the ICNP; correct name",39757,"https://lpsn.dsmz.de/species/nocardia-spumae"
"Nocardia","sputi",NA,"CY 18; GDMCC 1.3318; JCM 33932","VP; sp. nov.; validly published under the ICNP; correct name",31796,"https://lpsn.dsmz.de/species/nocardia-sputi"
"Nocardia","sputorum",NA,"IFM 12276; NBRC 115477; TBRC 17096","VP; sp. nov.; validly published under the ICNP; correct name",39010,"https://lpsn.dsmz.de/species/nocardia-sputorum"
"Nocardia","stercoris",NA,"CGMCC 4.7500; JCM 32663; NEAU LL90","VP; sp. nov.; validly published under the ICNP; correct name",5630,"https://lpsn.dsmz.de/species/nocardia-stercoris"
"Nocardia","sungurluensis",NA,"CR3272; DSM 45714; KCTC 29094","VP; sp. nov.; validly published under the ICNP; correct name",791809,"https://lpsn.dsmz.de/species/nocardia-sungurluensis"
"Nocardia","takedensis",NA,"DSM 44801; JCM 13313; MS1-3; NBRC 100417","VP; sp. nov.; validly published under the ICNP; correct name",778792,"https://lpsn.dsmz.de/species/nocardia-takedensis"
"Nocardia","tenerifensis",NA,"CCUG 49019; CIP 107929; DSM 44704; GW39-1573; JCM 12693; NBRC 101015","VP; sp. nov.; validly published under the ICNP; correct name",778794,"https://lpsn.dsmz.de/species/nocardia-tenerifensis"
"Nocardia","tengchongensis",NA,"CFH S0057; JCM 30083; KCTC 29485","VL; sp. nov.; validly published under the ICNP; correct name",796256,"https://lpsn.dsmz.de/species/nocardia-tengchongensis"
"Nocardia","terpenica",NA,"DSM 44897; DSM 44935; IFM 706; JCM 13033; NBRC 100888","VP; sp. nov.; validly published under the ICNP; correct name",778795,"https://lpsn.dsmz.de/species/nocardia-terpenica"
"Nocardia","testacea",NA,"DSM 44765; IFM 937; JCM 12235; NBRC 100365","VL; sp. nov.; validly published under the ICNP; correct name",778796,"https://lpsn.dsmz.de/species/nocardia-testacea"
"Nocardia","thailandica",NA,"DSM 44808; IFM 10145; JCM 12356; NBRC 100428","VL; sp. nov.; validly published under the ICNP; correct name",778798,"https://lpsn.dsmz.de/species/nocardia-thailandica"
"Nocardia","thraciensis",NA,"A2019; DSM 45517; JCM 19959; KCTC 19985; NRRL B-24834","VP; sp. nov.; validly published under the ICNP; correct name",789948,"https://lpsn.dsmz.de/species/nocardia-thraciensis"
"Nocardia","transvalensis",NA,"ATCC 6865; CCUG 45937; CIP 104841; DSM 43405; DSM 43582; IFO 15921; JCM 9099; NBRC 15921; NRRL B-16037; VKM Ac-867","VL; sp. nov.; validly published under the ICNP; correct name",778800,"https://lpsn.dsmz.de/species/nocardia-transvalensis"
"Nocardia","uniformis",NA,"CBS 224.60; CIP 104824; CIP 106796; DSM 43136; IFO 13702; JCM 3224; NBRC 13702","VP; sp. nov., nom. rev.; validly published under the ICNP; correct name",778803,"https://lpsn.dsmz.de/species/nocardia-uniformis"
"Nocardia","vaccinii",NA,"ATCC 11092; CIP 104899; DSM 43285; ICMP 15782; IFO 15922; JCM 3395; NBRC 15922; NCPPB 954; NRRL WC-3500; VKM Ac-856","VL; sp. nov.; validly published under the ICNP; correct name",778804,"https://lpsn.dsmz.de/species/nocardia-vaccinii"
"Nocardia","vermiculata",NA,"DSM 44807; IFM 391; JCM 12354; NBRC 100427","VL; sp. nov.; validly published under the ICNP; correct name",778805,"https://lpsn.dsmz.de/species/nocardia-vermiculata"
"Nocardia","veterana",NA,"CCUG 46118; CIP 107095; DSM 44445; JCM 11307; M157222; NBRC 100344; NRRL B-24136","VP; sp. nov.; validly published under the ICNP; correct name",778806,"https://lpsn.dsmz.de/species/nocardia-veterana"
"Nocardia","vinacea",NA,"DSM 44638; IFO 16497; JCM 10988; MK703-102F1; NBRC 16497","VL; sp. nov.; validly published under the ICNP; correct name",778807,"https://lpsn.dsmz.de/species/nocardia-vinacea"
"Nocardia","vulneris",NA,"CCUG 62683; DSM 45737; NBRC 108936; W9851","VL; sp. nov.; validly published under the ICNP; correct name",792480,"https://lpsn.dsmz.de/species/nocardia-vulneris"
"Nocardia","wallacei",NA,"ATCC 49873; DSM 45136; JCM 16006","VL; sp. nov.; validly published under the ICNP; correct name",786959,"https://lpsn.dsmz.de/species/nocardia-wallacei"
"Nocardia","xestospongiae",NA,"BCC 45622; NBRC 109069; ST01-07","VP; sp. nov.; validly published under the ICNP; correct name",795248,"https://lpsn.dsmz.de/species/nocardia-xestospongiae"
"Nocardia","xishanensis",NA,"276; CGMCC 4.1860; DSM 44895; JCM 12160; NBRC 101358","VP; sp. nov.; validly published under the ICNP; correct name",778808,"https://lpsn.dsmz.de/species/nocardia-xishanensis"
"Nocardia","yamanashiensis",NA,"DSM 44669; IFM 265; JCM 11893; NBRC 100130","VP; sp. nov.; validly published under the ICNP; correct name",778809,"https://lpsn.dsmz.de/species/nocardia-yamanashiensis"
"Nocardia","yunnanensis",NA,"CFH S0054; DSM 46763; JCM 30082","VP; sp. nov.; validly published under the ICNP; correct name",5532,"https://lpsn.dsmz.de/species/nocardia-yunnanensis"
"Nocardia","zapadnayensis",NA,"DSM 45872; FMN18; KCTC 29234","VL; sp. nov.; validly published under the ICNP; correct name",793587,"https://lpsn.dsmz.de/species/nocardia-zapadnayensis"
"Nocardia","zhihengii",NA,"DSM 100515; KCTC 39596; YIM TG2190","VL; sp. nov.; validly published under the ICNP; correct name",800174,"https://lpsn.dsmz.de/species/nocardia-zhihengii"
"Nocardioides","abyssi",NA,"JCM 35775; MCCC M28318; SOB72","VP; sp. nov.; validly published under the ICNP; correct name",41200,"https://lpsn.dsmz.de/species/nocardioides-abyssi"
"Nocardioides","acrostichi",NA,"CBS 4Y-1; CGMCC 4.7548; KCTC 49238","VL; sp. nov.; validly published under the ICNP; correct name",18388,"https://lpsn.dsmz.de/species/nocardioides-acrostichi"
"Nocardioides","aequoreus",NA,"DSM 21547; JCM 13812; NRRL B-24464; SST-45","VL; comb. nov.; validly published under the ICNP; correct name",35163,"https://lpsn.dsmz.de/species/nocardioides-aequoreus"
"Nocardioides","aestuarii",NA,"IMSNU 14029; JC2056; JCM 12125; KCTC 9921","VP; sp. nov.; validly published under the ICNP; correct name",784499,"https://lpsn.dsmz.de/species/nocardioides-aestuarii"
"Nocardioides","agariphilus",NA,"DSM 19323; JCM 16020; KCTC 19276; MSL 28","VP; sp. nov.; validly published under the ICNP; correct name",787573,"https://lpsn.dsmz.de/species/nocardioides-agariphilus"
"Nocardioides","agri",NA,"CGMCC 1.13656; KACC 19744; MAH 18","VP; sp. nov.; validly published under the ICNP; correct name",49855,"https://lpsn.dsmz.de/species/nocardioides-agri"
"Nocardioides","agrisoli",NA,"CCTCC AB 2017058; djl-8; KCTC 39844","VP; sp. nov.; validly published under the ICNP; correct name",796010,"https://lpsn.dsmz.de/species/nocardioides-agrisoli"
"Nocardioides","albertanoniae",NA,"CD40127; CECT 8014; DSM 25218","VP; sp. nov.; validly published under the ICNP; correct name",790677,"https://lpsn.dsmz.de/species/nocardioides-albertanoniae"
"Nocardioides","albidus",NA,"CCTCC AB 2015297; KCTC 39607; THG S11.7","VP; sp. nov.; validly published under the ICNP; correct name",793727,"https://lpsn.dsmz.de/species/nocardioides-albidus"
"Nocardioides","albus",NA,"ATCC 27980; CCUG 37987; CIP 103451; DSM 43109; IFO 13917; JCM 3185; LMG 16326; NBRC 13917; NRRL B-5389; VKM Ac-805","VL; sp. nov.; validly published under the ICNP; correct name",778810,"https://lpsn.dsmz.de/species/nocardioides-albus"
"Nocardioides","alcanivorans",NA,"DSM 113112; NCCB 100846; NGK65","VP; sp. nov.; validly published under the ICNP; correct name",28357,"https://lpsn.dsmz.de/species/nocardioides-alcanivorans"
"Nocardioides","alkalitolerans",NA,"DSM 16699; JCM 13365; KCTC 19037; KSL-1","VP; sp. nov.; validly published under the ICNP; correct name",778811,"https://lpsn.dsmz.de/species/nocardioides-alkalitolerans"
"Nocardioides","allogilvus",NA,"CFH 30205; CGMCC 4.7457; KCTC 49020","VP; sp. nov.; validly published under the ICNP; correct name",797713,"https://lpsn.dsmz.de/species/nocardioides-allogilvus"
"Nocardioides","alpinus",NA,"CGMCC 1.10697; Cr7-14; DSM 23325; LMG 26053","VP; sp. nov.; validly published under the ICNP; correct name",789693,"https://lpsn.dsmz.de/species/nocardioides-alpinus"
"Nocardioides","anomalus",NA,"HKS04; KACC 18879; LMG 31249","VP; sp. nov.; validly published under the ICNP; correct name",14635,"https://lpsn.dsmz.de/species/nocardioides-anomalus"
"Nocardioides","antarcticus",NA,"CCTCC AB 2014053; JCM 32437; LMG 28254; M-SA3-94","VP; sp. nov.; validly published under the ICNP; correct name",793113,"https://lpsn.dsmz.de/species/nocardioides-antarcticus"
"Nocardioides","aquaticus",NA,"ATCC BAA-164; CIP 106993; DSM 11439; EL-17K; JCM 11266; NBRC 100371; NCFB 3076; NCIMB 703076","VL; sp. nov.; validly published under the ICNP; correct name",778812,"https://lpsn.dsmz.de/species/nocardioides-aquaticus"
"Nocardioides","aquiterrae",NA,"DSM 17295; GW-9; JCM 11813; KCCM 41647","VP; sp. nov.; validly published under the ICNP; correct name",778813,"https://lpsn.dsmz.de/species/nocardioides-aquiterrae"
"Nocardioides","aromaticivorans",NA,"DSM 15131; H-1; IAM 14992; JCM 11674","VL; sp. nov.; validly published under the ICNP; correct name",778814,"https://lpsn.dsmz.de/species/nocardioides-aromaticivorans"
"Nocardioides","aurantiacus",NA,"BC 361; CIP 106770; DSM 12652; JCM 10917","VL; comb. nov.; validly published under the ICNP; correct name",35164,"https://lpsn.dsmz.de/species/nocardioides-aurantiacus"
"Nocardioides","baculatus",NA,"G10; KCTC 49626; NBRC 114801","VP; sp. nov.; validly published under the ICNP; correct name",21223,"https://lpsn.dsmz.de/species/nocardioides-baculatus"
"Nocardioides","baekrokdamisoli",NA,"B2-12; DSM 100725; KCTC 39748; NRRL B-65313","VP; sp. nov.; validly published under the ICNP; correct name",794629,"https://lpsn.dsmz.de/species/nocardioides-baekrokdamisoli"
"Nocardioides","bigeumensis",NA,"DSM 19320; JCM 16021; KCTC 19290; MSL-19","VP; sp. nov.; validly published under the ICNP; correct name",787574,"https://lpsn.dsmz.de/species/nocardioides-bigeumensis"
"Nocardioides","bizhenqiangii",NA,"GDMCC 4.343; HM61; JCM 36399","VP; sp. nov.; validly published under the ICNP; correct name",50597,"https://lpsn.dsmz.de/species/nocardioides-bizhenqiangii"
"Nocardioides","caeni",NA,"CCUG 57506; DSM 23134; KCTC 19600; MN8","VP; sp. nov.; validly published under the ICNP; correct name",788201,"https://lpsn.dsmz.de/species/nocardioides-caeni"
"Nocardioides","caldifontis",NA,"CGMCC 4.7521; KCTC 49192; YIM 730233","VL; comb. nov.; validly published under the ICNP; correct name",35165,"https://lpsn.dsmz.de/species/nocardioides-caldifontis"
"Nocardioides","campestrisoli",NA,"GDMCC 4.176; JCM 34307; KCTC 49536; MC1495","VP; sp. nov.; validly published under the ICNP; correct name",30384,"https://lpsn.dsmz.de/species/nocardioides-campestrisoli"
"Nocardioides","caricicola",NA,"DSM 22177; JCM 17686; KACC 13778; YC6903","VP; sp. nov.; validly published under the ICNP; correct name",789001,"https://lpsn.dsmz.de/species/nocardioides-caricicola"
"Nocardioides","cavernae",NA,"DSM 29950; KCTC 39551; YIM A1136","VP; sp. nov.; validly published under the ICNP; correct name",795120,"https://lpsn.dsmz.de/species/nocardioides-cavernae"
"Nocardioides","cavernaquae",NA,"CGMCC 1.13535; K1W22B-1; KCTC 49465","VL; sp. nov.; validly published under the ICNP; correct name",26754,"https://lpsn.dsmz.de/species/nocardioides-cavernaquae"
"Nocardioides","convexus",NA,"KACC 21211; LMG 31251; W3-2-3","VP; sp. nov.; validly published under the ICNP; correct name",14636,"https://lpsn.dsmz.de/species/nocardioides-convexus"
"Nocardioides","conyzicola",NA,"HWE 2-02; JCM 18531; KCTC 29121","VP; sp. nov.; validly published under the ICNP; correct name",791392,"https://lpsn.dsmz.de/species/nocardioides-conyzicola"
"Nocardioides","coralli",NA,"KCTC 49719; MCCC 1K06251; SCSIO 67246","VP; sp. nov.; validly published under the ICNP; correct name",28382,"https://lpsn.dsmz.de/species/nocardioides-coralli"
