"Genus","Species","Subspecies","Strain","Status","LPSN_ID","address"
"Nitratidesulfovibrio","vulgaris",NA,"ATCC 29579; CCUG 34227; CIP 107040; DSM 644; Hildenborough; LMG 7563; NCAIM B.01489; VKM B-1760","VP; comb. nov.; validly published under the ICNP; correct name",17483,"https://lpsn.dsmz.de/species/nitratidesulfovibrio-vulgaris"
"Nitratifractor","salsuginis",NA,"DSM 16511; E9I37-1; JCM 12458","VP; sp. nov.; validly published under the ICNP; correct name",778668,"https://lpsn.dsmz.de/species/nitratifractor-salsuginis"
"Nitratireductor","aestuarii",NA,"2-2-12-1; CGMCC 1.15320; LMG 29090","VP; sp. nov.; validly published under the ICNP; correct name",795431,"https://lpsn.dsmz.de/species/nitratireductor-aestuarii"
"Nitratireductor","alexandrii",NA,"CCTCC AB 2017227; KCTC 62458; Z3-1","VP; sp. nov.; validly published under the ICNP; correct name",8206,"https://lpsn.dsmz.de/species/nitratireductor-alexandrii"
"Nitratireductor","aquibiodomus",NA,"ATCC BAA-762; DSM 15645; JCM 21793; NL21","VP; sp. nov.; validly published under the ICNP; correct name",778669,"https://lpsn.dsmz.de/species/nitratireductor-aquibiodomus"
"Nitratireductor","aquimarinus",NA,"CL-SC21; JCM 17288; KCCM 90090","VP; sp. nov.; validly published under the ICNP; correct name",789550,"https://lpsn.dsmz.de/species/nitratireductor-aquimarinus"
"Nitratireductor","basaltis",NA,"J3; JCM 14935; KCTC 22119","VP; sp. nov.; validly published under the ICNP; correct name",787683,"https://lpsn.dsmz.de/species/nitratireductor-basaltis"
"Nitratireductor","indicus",NA,"C115; CCTCC AB 209298; LMG 25540; MCCC 1A01260; RC92-7","VP; sp. nov.; validly published under the ICNP; correct name",789048,"https://lpsn.dsmz.de/species/nitratireductor-indicus"
"Nitratireductor","kimnyeongensis",NA,"DSM 19185; JCM 14851; KACC 11904; KY 101","VP; sp. nov.; validly published under the ICNP; correct name",787869,"https://lpsn.dsmz.de/species/nitratireductor-kimnyeongensis"
"Nitratireductor","lacus",NA,"GSS14; KCTC 52186; MCCC 1K02481","VP; sp. nov.; validly published under the ICNP; correct name",794936,"https://lpsn.dsmz.de/species/nitratireductor-lacus"
"Nitratireductor","pacificus",NA,"CCTCC AB 209302; LMG 25541; MCCC 1A01024; pht-3B","VP; sp. nov.; validly published under the ICNP; correct name",789293,"https://lpsn.dsmz.de/species/nitratireductor-pacificus"
"Nitratireductor","rhodophyticola",NA,"JCM 31802; KACC 19076; KCTC 92231; L1-7-SE","VP; sp. nov.; validly published under the ICNP; correct name",28071,"https://lpsn.dsmz.de/species/nitratireductor-rhodophyticola"
"Nitratireductor","thuwalensis",NA,"JCM 33620; KCTC 72347; NCCB 100697; Nit1536","VL; sp. nov.; validly published under the ICNP; correct name",40626,"https://lpsn.dsmz.de/species/nitratireductor-thuwalensis"
"Nitratiruptor","labii",NA,"DSM 111345; HRV44; JCM 34002","VL; sp. nov.; validly published under the ICNP; correct name",17640,"https://lpsn.dsmz.de/species/nitratiruptor-labii"
"Nitratiruptor","tergarcus",NA,"DSM 16512; JCM 12459; MI55-1","VP; sp. nov.; validly published under the ICNP; correct name",778670,"https://lpsn.dsmz.de/species/nitratiruptor-tergarcus"
"Nitriliruptor","alkaliphilus",NA,"ANL-iso2; DSM 45188; NCCB 100119; UNIQEM U239","VP; sp. nov.; validly published under the ICNP; correct name",787723,"https://lpsn.dsmz.de/species/nitriliruptor-alkaliphilus"
"Nitrincola","alkalilacustris",NA,"DSM 29817; NCAIM B.02612; ZV-19","VP; sp. nov.; validly published under the ICNP; correct name",796330,"https://lpsn.dsmz.de/species/nitrincola-alkalilacustris"
"Nitrincola","alkalisediminis",NA,"JCM 19317; KCTC 42948; MEB087","VP; sp. nov.; validly published under the ICNP; correct name",793968,"https://lpsn.dsmz.de/species/nitrincola-alkalisediminis"
"Nitrincola","iocasae",NA,"KCTC 72678; KXZD1103; MCCC 1K04283","VP; sp. nov.; validly published under the ICNP; correct name",9398,"https://lpsn.dsmz.de/species/nitrincola-iocasae"
"Nitrincola","lacisaponensis",NA,"4CA; ATCC BAA-920; DSM 16316","VP; sp. nov.; validly published under the ICNP; correct name",778671,"https://lpsn.dsmz.de/species/nitrincola-lacisaponensis"
"Nitrincola","schmidtii",NA,"DSM 100788; NCAIM B.02626; R4-8","VP; sp. nov.; validly published under the ICNP; correct name",796331,"https://lpsn.dsmz.de/species/nitrincola-schmidtii"
"Nitrincola","tapanii",NA,"JCM 31570; KCTC 52390; MCC 2863; MEB193","VP; sp. nov.; validly published under the ICNP; correct name",5802,"https://lpsn.dsmz.de/species/nitrincola-tapanii"
"Nitrincola","tibetensis",NA,"CICC 24457; KCTC 62401; xg18","VP; sp. nov.; validly published under the ICNP; correct name",798063,"https://lpsn.dsmz.de/species/nitrincola-tibetensis"
"Nitritalea","halalkaliphila",NA,"CCUG 57665; DSM 46695; JCM 15946; LW7; NCCB 100279","VP; sp. nov.; validly published under the ICNP; correct name",788837,"https://lpsn.dsmz.de/species/nitritalea-halalkaliphila"
"Nitrobacter","alkalicus",NA,"AN1; LMD 97.163","VL; sp. nov.; validly published under the ICNP; correct name",784476,"https://lpsn.dsmz.de/species/nitrobacter-alkalicus"
"Nitrobacter","hamburgensis",NA,"DSM 10229; NCIMB 13809; X14","VL; sp. nov.; validly published under the ICNP; correct name",778672,"https://lpsn.dsmz.de/species/nitrobacter-hamburgensis"
"Nitrobacter","vulgaris",NA,"DSM 10236; NCIMB 13808; Z","VL; sp. nov.; validly published under the ICNP; correct name",778673,"https://lpsn.dsmz.de/species/nitrobacter-vulgaris"
"Nitrobacter","winogradskyi",NA,"ATCC 25391; CIP 104748; DSM 10237; Nb-255","VL; sp. nov.; validly published under the ICNP; correct name",778674,"https://lpsn.dsmz.de/species/nitrobacter-winogradskyi"
"Nitrococcus","mobilis",NA,"ATCC 25380; CIP 104751","VL; sp. nov.; validly published under the ICNP; correct name",784477,"https://lpsn.dsmz.de/species/nitrococcus-mobilis"
"Nitrogeniibacter","aestuarii",NA,"H1-1-2A; KCTC 82672; MCCC 1K04284","VL; sp. nov.; validly published under the ICNP; correct name",26737,"https://lpsn.dsmz.de/species/nitrogeniibacter-aestuarii"
"Nitrogeniibacter","mangrovi",NA,"JCM 32045; M9-3-2; MCCC 1K03313","VP; sp. nov.; validly published under the ICNP; correct name",20403,"https://lpsn.dsmz.de/species/nitrogeniibacter-mangrovi"
"Nitrolancea","hollandica",NA,"DSM 23161; Lb; UNIQEM U798","VP; sp. nov.; validly published under the ICNP; correct name",791909,"https://lpsn.dsmz.de/species/nitrolancea-hollandica"
"Nitrosarchaeum","koreense",NA,"JCM 31640; KCTC 4249; MY1","VP; sp. nov.; validly published under the ICNP; correct name",797895,"https://lpsn.dsmz.de/species/nitrosarchaeum-koreense"
"Nitrosococcus","nitrosus",NA,"no culture isolated","VL; comb. nov.; validly published under the ICNP; correct name",784478,"https://lpsn.dsmz.de/species/nitrosococcus-nitrosus"
"Nitrosococcus","oceani",NA,"ATCC 19707; JCM 30415","VL; comb. nov.; validly published under the ICNP; correct name",784479,"https://lpsn.dsmz.de/species/nitrosococcus-oceani"
"Nitrosomonas","europaea",NA,"ATCC 25978; C-31; DSM 28437","VL; sp. nov.; validly published under the ICNP; correct name",784484,"https://lpsn.dsmz.de/species/nitrosomonas-europaea"
"Nitrosomonas","stercoris",NA,"ATCC BAA-2718; KYUHI-S; NBRC 110753","VL; sp. nov.; validly published under the ICNP; correct name",795007,"https://lpsn.dsmz.de/species/nitrosomonas-stercoris"
"Nitrosomonas","supralitoralis",NA,"A PG5; ATCC TSD-116; NCIMB 14870","VL; sp. nov.; validly published under the ICNP; correct name",38824,"https://lpsn.dsmz.de/species/nitrosomonas-supralitoralis"
"Nitrosophilus","alvini",NA,"EPR55-1; JCM 32893; KCTC 15925","VL; sp. nov.; validly published under the ICNP; correct name",19591,"https://lpsn.dsmz.de/species/nitrosophilus-alvini"
"Nitrosophilus","kaiyonis",NA,"JCM 39187; KCTC 25251; MOT50","VL; sp. nov.; validly published under the ICNP; correct name",34776,"https://lpsn.dsmz.de/species/nitrosophilus-kaiyonis"
"Nitrosopumilus","adriaticus",NA,"JCM 32270; NCIMB 15114; NF5","VP; sp. nov.; validly published under the ICNP; correct name",800297,"https://lpsn.dsmz.de/species/nitrosopumilus-adriaticus"
"Nitrosopumilus","maritimus",NA,"ATCC TSD-97; NCIMB 15022; SCM1","VP; sp. nov.; validly published under the ICNP; correct name",796325,"https://lpsn.dsmz.de/species/nitrosopumilus-maritimus"
"Nitrosopumilus","piranensis",NA,"D3C; DSM 106147; JCM 32271; NCIMB 15115","VP; sp. nov.; validly published under the ICNP; correct name",800285,"https://lpsn.dsmz.de/species/nitrosopumilus-piranensis"
"Nitrosopumilus","zosterae",NA,"ATCC TSD-147; NBRC 111181; NM25","VP; sp. nov.; validly published under the ICNP; correct name",20404,"https://lpsn.dsmz.de/species/nitrosopumilus-zosterae"
"Nitrososphaera","viennensis",NA,"DSM 26422; EN76; JCM 19564; JMC 19564","VP; sp. nov.; validly published under the ICNP; correct name",792004,"https://lpsn.dsmz.de/species/nitrososphaera-viennensis"
"Nitrosospira","briensis",NA,"no culture available","VL; sp. nov.; validly published under the ICNP; correct name",784491,"https://lpsn.dsmz.de/species/nitrosospira-briensis"
"Nitrosospira","lacus",NA,"APG3; ATCC BAA-2542; LMG 27536; NCIMB 14869","VP; sp. nov.; validly published under the ICNP; correct name",792416,"https://lpsn.dsmz.de/species/nitrosospira-lacus"
"Nitrosospira","multiformis",NA,"ATCC 25196; C-71; DSM 101674","VL; comb. nov.; validly published under the ICNP; correct name",784492,"https://lpsn.dsmz.de/species/nitrosospira-multiformis"
"Nitrosospira","tenuis",NA,"Nv-1","VL; sp. nov., nom. rev.; validly published under the ICNP; correct name",784493,"https://lpsn.dsmz.de/species/nitrosospira-tenuis"
"Nitrosotalea","devaniterrae",NA,"DSM 110862; NCIMB 15248; Nd1","VP; sp. nov.; validly published under the ICNP; correct name",53700,"https://lpsn.dsmz.de/species/nitrosotalea-devaniterrae"
"Nitrosotalea","sinensis",NA,"DSM 110863; NCIMB 15249; Nd2","VP; sp. nov.; validly published under the ICNP; correct name",53720,"https://lpsn.dsmz.de/species/nitrosotalea-sinensis"
"Nitrospina","gracilis",NA,"ATCC 25379; no culture available originally","VL; sp. nov.; validly published under the ICNP; correct name",784495,"https://lpsn.dsmz.de/species/nitrospina-gracilis"
"Nitrospira","marina",NA,"ATCC 43039","VL; sp. nov.; validly published under the ICNP; correct name",784496,"https://lpsn.dsmz.de/species/nitrospira-marina"
"Nitrospirillum","amazonense",NA,"Am 14; Am 14 (Yl); ATCC 35119; BCRC 14279; DSM 2787; DSM 3787; LMG 6509; NRRL B-23163","VL; comb. nov.; validly published under the ICNP; correct name",793230,"https://lpsn.dsmz.de/species/nitrospirillum-amazonense"
"Nitrospirillum","iridis",NA,"DSM 22198; KACC 13777; YC6995","VL; sp. nov.; validly published under the ICNP; correct name",793889,"https://lpsn.dsmz.de/species/nitrospirillum-iridis"
"Nitrospirillum","viridazoti",NA,"ATCC 35120; BR 11140; DSM 2788","VL; sp. nov.; validly published under the ICNP; correct name",47514,"https://lpsn.dsmz.de/species/nitrospirillum-viridazoti"
"Niveibacterium","microcysteis",NA,"DSM 111425; HC41; KACC 22091","VP; sp. nov.; validly published under the ICNP; correct name",20131,"https://lpsn.dsmz.de/species/niveibacterium-microcysteis"
"Niveibacterium","umoris",NA,"JCM 18716; KACC 17062; MIC 2059","VP; sp. nov.; validly published under the ICNP; correct name",793845,"https://lpsn.dsmz.de/species/niveibacterium-umoris"
"Niveispirillum","cyanobacteriorum",NA,"CGMCC 1.12958; LMG 28334; taihu16; TH16","VP; sp. nov.; validly published under the ICNP; correct name",793103,"https://lpsn.dsmz.de/species/niveispirillum-cyanobacteriorum"
"Niveispirillum","fermenti",NA,"BCRC 80504; CC-LY736; LMG 27263","VL; sp. nov.; validly published under the ICNP; correct name",792082,"https://lpsn.dsmz.de/species/niveispirillum-fermenti"
"Niveispirillum","irakense",NA,"ATCC 51182; BCRC 15764; CCUG 30621; CIP 103311; DSM 11586; KBC1; LMG 10653","VL; comb. nov.; validly published under the ICNP; correct name",11111,"https://lpsn.dsmz.de/species/niveispirillum-irakense"
"Niveispirillum","lacus",NA,"1-14; CGMCC 1.12980; LMG 28363","VP; sp. nov.; validly published under the ICNP; correct name",797515,"https://lpsn.dsmz.de/species/niveispirillum-lacus"
"Niveitalea","solisilvae",NA,"6-4; JCM 31525; KACC 18808","VP; sp. nov.; validly published under the ICNP; correct name",795269,"https://lpsn.dsmz.de/species/niveitalea-solisilvae"
"Nocardia","abscessus",NA,"ATCC BAA-279; CCUG 45938; CIP 106822; DSM 44432; IMMIB D-1592; JCM 10984; NBRC 100374","VP; sp. nov.; validly published under the ICNP; correct name",778677,"https://lpsn.dsmz.de/species/nocardia-abscessus"
"Nocardia","acididurans",NA,"LPG 2; NBRC 114293; TBRC 11242","VP; sp. nov.; validly published under the ICNP; correct name",25624,"https://lpsn.dsmz.de/species/nocardia-acididurans"
"Nocardia","aciditolerans",NA,"CSCA 68; DSM 45801; KACC 17155; NCIMB 14829","VL; sp. nov.; validly published under the ICNP; correct name",790817,"https://lpsn.dsmz.de/species/nocardia-aciditolerans"
"Nocardia","acidivorans",NA,"CCUG 53410; CIP 109315; DSM 45049; GW4-1778; JCM 14671","VP; sp. nov.; validly published under the ICNP; correct name",785634,"https://lpsn.dsmz.de/species/nocardia-acidivorans"
"Nocardia","africana",NA,"ATCC BAA-280; CCUG 46122; DSM 44491; JCM 11438; NBRC 100379; NCTC 13181; SD769","VL; sp. nov.; validly published under the ICNP; correct name",778679,"https://lpsn.dsmz.de/species/nocardia-africana"
"Nocardia","alba",NA,"CCTCC AA 1030; DSM 44684; JCM 13373; YIM 30243","VL; sp. nov.; validly published under the ICNP; correct name",778680,"https://lpsn.dsmz.de/species/nocardia-alba"
"Nocardia","albiluteola",NA,"CCTCC AA 2021018; DSM 110547; NEAU G5","VP; sp. nov.; validly published under the ICNP; correct name",28331,"https://lpsn.dsmz.de/species/nocardia-albiluteola"
"Nocardia","alni",NA,"CECT 30122; DSM 110931; ncl2","VL; sp. nov.; validly published under the ICNP; correct name",36280,"https://lpsn.dsmz.de/species/nocardia-alni"
"Nocardia","altamirensis",NA,"CIP 109606; DSM 44997; JCM 14670; OFN S17","VP; sp. nov.; validly published under the ICNP; correct name",778681,"https://lpsn.dsmz.de/species/nocardia-altamirensis"
"Nocardia","amamiensis",NA,"DSM 45066; JCM 14877; KCTC 19208; NBRC 102102; TT 00-78","VP; sp. nov.; validly published under the ICNP; correct name",785627,"https://lpsn.dsmz.de/species/nocardia-amamiensis"
"Nocardia","amikacinitolerans",NA,"CCUG 59655; DSM 45539; W9988","VP; sp. nov.; validly published under the ICNP; correct name",790565,"https://lpsn.dsmz.de/species/nocardia-amikacinitolerans"
"Nocardia","anaemiae",NA,"DSM 44821; IFM 323; JCM 12396; NBRC 100462","VL; sp. nov.; validly published under the ICNP; correct name",778683,"https://lpsn.dsmz.de/species/nocardia-anaemiae"
"Nocardia","aobensis",NA,"DSM 44805; IFM 372; JCM 12352; NBRC 100429","VL; sp. nov.; validly published under the ICNP; correct name",778684,"https://lpsn.dsmz.de/species/nocardia-aobensis"
"Nocardia","araoensis",NA,"DSM 44729; IFM 575; JCM 12118; NBRC 100135","VP; sp. nov.; validly published under the ICNP; correct name",778686,"https://lpsn.dsmz.de/species/nocardia-araoensis"
"Nocardia","arizonensis",NA,"CCUG 62754; DSM 45748; NBRC 108935; W9405","VL; sp. nov.; validly published under the ICNP; correct name",793474,"https://lpsn.dsmz.de/species/nocardia-arizonensis"
"Nocardia","arseniciresistens",NA,"CGMCC 1.19493; JCM 35916; KC 131","VP; sp. nov.; validly published under the ICNP; correct name",64827,"https://lpsn.dsmz.de/species/nocardia-arseniciresistens"
"Nocardia","artemisiae",NA,"CCTCC AA 209038; DSM 45379; YIM 65623","VP; sp. nov.; validly published under the ICNP; correct name",789594,"https://lpsn.dsmz.de/species/nocardia-artemisiae"
"Nocardia","arthritidis",NA,"DSM 44731; IFM 10035; JCM 12120; NBRC 100137","VL; sp. nov.; validly published under the ICNP; correct name",778687,"https://lpsn.dsmz.de/species/nocardia-arthritidis"
"Nocardia","asiatica",NA,"CCUG 48826; DSM 44668; IFM 245; JCM 11892; NBRC 100129","VP; sp. nov.; validly published under the ICNP; correct name",778688,"https://lpsn.dsmz.de/species/nocardia-asiatica"
"Nocardia","asteroides",NA,"ATCC 19247; CCUG 10073; CIP 104503; DSM 43373; DSM 43757; IFO 15531; JCM 3384; NBRC 15531; NCTC 11293; NRRL B-3828","VL; comb. nov.; validly published under the ICNP; correct name",778689,"https://lpsn.dsmz.de/species/nocardia-asteroides"
"Nocardia","aurantia",NA,"NRRL B-65542; RB 56; VKM Ac-2842","VP; sp. nov.; validly published under the ICNP; correct name",14079,"https://lpsn.dsmz.de/species/nocardia-aurantia"
"Nocardia","aurantiaca",NA,"CT2-14; JCM 33775; TISTR 2838","VP; sp. nov.; validly published under the ICNP; correct name",13057,"https://lpsn.dsmz.de/species/nocardia-aurantiaca"
"Nocardia","aurea",NA,"DSM 103986; KCTC 39849; SYSU K10002","VP; sp. nov.; validly published under the ICNP; correct name",798077,"https://lpsn.dsmz.de/species/nocardia-aurea"
"Nocardia","australiensis",NA,"DSM 111727; NCCB 100867; USC-21046","VP; sp. nov.; validly published under the ICNP; correct name",39756,"https://lpsn.dsmz.de/species/nocardia-australiensis"
"Nocardia","barduliensis",NA,"335 427; CECT 9924; DSM 109819","VL; sp. nov.; validly published under the ICNP; correct name",18987,"https://lpsn.dsmz.de/species/nocardia-barduliensis"
"Nocardia","beijingensis",NA,"CCUG 46096; CGMCC 4.1521; DSM 44636; IFO 16342; JCM 10666; NBRC 16342; O2","VP; sp. nov.; validly published under the ICNP; correct name",778693,"https://lpsn.dsmz.de/species/nocardia-beijingensis"
"Nocardia","bhagyanarayanae",NA,"ATCC BAA-2548; KCTC 29209; MTCC 11725; VRC07","VL; sp. nov.; validly published under the ICNP; correct name",792274,"https://lpsn.dsmz.de/species/nocardia-bhagyanarayanae"
"Nocardia","blacklockiae",NA,"ATCC 700035; DSM 45135; JCM 16005","VL; sp. nov.; validly published under the ICNP; correct name",786960,"https://lpsn.dsmz.de/species/nocardia-blacklockiae"
"Nocardia","bovistercoris",NA,"CCTCC AA 2019090; DSM 110681; NEAU 351","VP; sp. nov.; validly published under the ICNP; correct name",18303,"https://lpsn.dsmz.de/species/nocardia-bovistercoris"
"Nocardia","brasiliensis",NA,"ATCC 19296; CCUG 10098; CIP 104502; DSM 43758; IFO 14402; JCM 3374; NBRC 14402; NCTC 11294; VKM Ac-863","VL; comb. nov.; validly published under the ICNP; correct name",778695,"https://lpsn.dsmz.de/species/nocardia-brasiliensis"
"Nocardia","brevicatena",NA,"ATCC 15333; CCUG 46115; CIP 104508; DSM 43024; IFO 12119; IMRU 1086W; JCM 3029; NBRC 12119; NRRL B-2896; VKM Ac-936","VL; comb. nov.; validly published under the ICNP; correct name",778696,"https://lpsn.dsmz.de/species/nocardia-brevicatena"
"Nocardia","caishijiensis",NA,"CGMCC 4.1728; DSM 44831; F829; JCM 11508","VP; sp. nov.; validly published under the ICNP; correct name",778697,"https://lpsn.dsmz.de/species/nocardia-caishijiensis"
"Nocardia","callitridis",NA,"ACM 5287; CAP 290; DSM 45353; JCM 18298","VP; sp. nov.; validly published under the ICNP; correct name",788613,"https://lpsn.dsmz.de/species/nocardia-callitridis"
"Nocardia","camponoti",NA,"1H-HV4; CGMCC 4.7278; DSM 100526","VP; sp. nov.; validly published under the ICNP; correct name",794025,"https://lpsn.dsmz.de/species/nocardia-camponoti"
"Nocardia","carnea",NA,"ATCC 6847; CCUG 48177; CIP 104509; DSM 43397; IFO 14403; JCM 3375; NBRC 14403; NRRL B-1336; NRRL WC-3809; VKM Ac-814","VL; comb. nov.; validly published under the ICNP; correct name",778700,"https://lpsn.dsmz.de/species/nocardia-carnea"
"Nocardia","casuarinae",NA,"BMG51109a; CECT 8469; DSM 45978","VL; sp. nov.; validly published under the ICNP; correct name",792902,"https://lpsn.dsmz.de/species/nocardia-casuarinae"
"Nocardia","cavernae",NA,"CCTCC AA 2017030; KCTC 39595; YIM A1135","VP; sp. nov.; validly published under the ICNP; correct name",795644,"https://lpsn.dsmz.de/species/nocardia-cavernae"
"Nocardia","cerradoensis",NA,"CCT 5601; DSM 44546; JCM 12209; NBRC 101014; Y9","VP; sp. nov.; validly published under the ICNP; correct name",778703,"https://lpsn.dsmz.de/species/nocardia-cerradoensis"
"Nocardia","coeliaca",NA,"ATCC 17041; DSM 44595","VL; comb. nov.; validly published under the ICNP; correct name",778704,"https://lpsn.dsmz.de/species/nocardia-coeliaca"
"Nocardia","coffeae",NA,"CA2R105; NBRC 114292; TBRC 11247","VP; sp. nov.; validly published under the ICNP; correct name",25779,"https://lpsn.dsmz.de/species/nocardia-coffeae"
"Nocardia","colli",NA,"CICC 11023; KCTC 39837; KY2-1","VP; sp. nov.; validly published under the ICNP; correct name",7604,"https://lpsn.dsmz.de/species/nocardia-colli"
"Nocardia","concava",NA,"DSM 44804; IFM 354; JCM 12351; NBRC 100430","VP; sp. nov.; validly published under the ICNP; correct name",778705,"https://lpsn.dsmz.de/species/nocardia-concava"
"Nocardia","coubleae",NA,"CIP 108996; DSM 44960; JCM 15318; OFN N12","VP; sp. nov.; validly published under the ICNP; correct name",778710,"https://lpsn.dsmz.de/species/nocardia-coubleae"
"Nocardia","crassostreae",NA,"ATCC 700418; CIP 105895; DSM 44597; JCM 10500; NB4H; NBRC 100342","VP; sp. nov.; validly published under the ICNP; correct name",778711,"https://lpsn.dsmz.de/species/nocardia-crassostreae"
"Nocardia","cyriacigeorgica",NA,"CCUG 48295; DSM 44484; IMMIB D-1627; JCM 11763; NBRC 100375","VP; sp. nov.; validly published under the ICNP; correct name",778714,"https://lpsn.dsmz.de/species/nocardia-cyriacigeorgica"
"Nocardia","donostiensis",NA,"CECT 8839; DSM 46814; X1654","VL; sp. nov.; validly published under the ICNP; correct name",13786,"https://lpsn.dsmz.de/species/nocardia-donostiensis"
"Nocardia","elegans",NA,"CCUG 50200; CIP 108553; DSM 44890; IMMIB N-402; JCM 13374","VP; sp. nov.; validly published under the ICNP; correct name",778717,"https://lpsn.dsmz.de/species/nocardia-elegans"
"Nocardia","endophytica",NA,"CCTCC AA 2010004; DSM 45666; KCTC 19777; KLBMP 1256","VP; sp. nov.; validly published under the ICNP; correct name",789379,"https://lpsn.dsmz.de/species/nocardia-endophytica"
"Nocardia","exalbida",NA,"DSM 44883; IFM 803; JCM 12667; NBRC 100660","VP; sp. nov.; validly published under the ICNP; correct name",778719,"https://lpsn.dsmz.de/species/nocardia-exalbida"
"Nocardia","farcinica",NA,"ATCC 3318; CCUG 10109; CCUG 27778; CCUG 48656; CIP 104775; DSM 43257; DSM 43578; DSM 43665; IEGM 621; IFO 15532; JCM 3088; M. Goodfellow N898/ATCC 3318; NBRC 15532; NCTC 11134; NRRL B-2089","VL; sp. nov.; validly published under the ICNP; correct name",778720,"https://lpsn.dsmz.de/species/nocardia-farcinica"
"Nocardia","flavorosea",NA,"CCUG 46925; CIP 104511; DSM 44480; IFO 14341; JCM 3332; NBRC 14341; NRRL B-16176","VP; sp. nov.; validly published under the ICNP; correct name",778722,"https://lpsn.dsmz.de/species/nocardia-flavorosea"
"Nocardia","fluminea",NA,"CCUG 46120; CCUG 46296; CIP 107226; DSM 44489; JCM 11440; NBRC 100377; NCIMB 13759; S1","VL; sp. nov.; validly published under the ICNP; correct name",778723,"https://lpsn.dsmz.de/species/nocardia-fluminea"
"Nocardia","gamkensis",NA,"DSM 44956; JCM 14299; NRRL B-24450; Strain CZH20","VL; sp. nov.; validly published under the ICNP; correct name",785879,"https://lpsn.dsmz.de/species/nocardia-gamkensis"
"Nocardia","gipuzkoensis",NA,"234 509; CECT 30129; DSM 111366","VL; sp. nov.; validly published under the ICNP; correct name",18988,"https://lpsn.dsmz.de/species/nocardia-gipuzkoensis"
"Nocardia","goodfellowii",NA,"A2012; DSM 45516; KCTC 19986; NRRL B-24833","VP; sp. nov.; validly published under the ICNP; correct name",789947,"https://lpsn.dsmz.de/species/nocardia-goodfellowii"
"Nocardia","grenadensis",NA,"CCUG 60970; CIP 110294; DSM 45869; GW5-5797","VP; sp. nov.; validly published under the ICNP; correct name",789741,"https://lpsn.dsmz.de/species/nocardia-grenadensis"
"Nocardia","halotolerans",NA,"Chem15; IBRC M 10490; LMG 28544","VP; sp. nov.; validly published under the ICNP; correct name",793177,"https://lpsn.dsmz.de/species/nocardia-halotolerans"
"Nocardia","harenae",NA,"DSM 45095; JCM 14548; KCCM 42317; NRRL B-24459; WS-26","VP; sp. nov.; validly published under the ICNP; correct name",785399,"https://lpsn.dsmz.de/species/nocardia-harenae"
"Nocardia","heshunensis",NA,"CFH S0067; DSM 46764; JCM 30085","VP; sp. nov.; validly published under the ICNP; correct name",795811,"https://lpsn.dsmz.de/species/nocardia-heshunensis"
"Nocardia","higoensis",NA,"DSM 44732; IFM 10084; JCM 12121; NBRC 100133","VP; sp. nov.; validly published under the ICNP; correct name",778727,"https://lpsn.dsmz.de/species/nocardia-higoensis"
"Nocardia","huaxiensis",NA,"GDMCC 4.181; JCM 34475; NBRC 114973; WCH-YHL-001","VP; sp. nov.; validly published under the ICNP; correct name",20405,"https://lpsn.dsmz.de/species/nocardia-huaxiensis"
"Nocardia","ignorata",NA,"CCUG 48296; DSM 44496; IMMIB R-1434; JCM 11764; NRRL B-24141","VP; sp. nov.; validly published under the ICNP; correct name",778730,"https://lpsn.dsmz.de/species/nocardia-ignorata"
"Nocardia","implantans",NA,"CDC 186; GDMCC 4.206; JCM 34959","VP; sp. nov.; validly published under the ICNP; correct name",49854,"https://lpsn.dsmz.de/species/nocardia-implantans"
"Nocardia","inohanensis",NA,"DSM 44667; IFM 92; JCM 11891; NBRC 100128","VP; sp. nov.; validly published under the ICNP; correct name",778731,"https://lpsn.dsmz.de/species/nocardia-inohanensis"
"Nocardia","iowensis",NA,"DSM 45197; NRRL 5646; NRRL B-24671; UI 122540","VP; sp. nov.; validly published under the ICNP; correct name",788133,"https://lpsn.dsmz.de/species/nocardia-iowensis"
"Nocardia","jejuensis",NA,"DSM 44959; JCM 13281; N3-2; NBRC 103114; NRRL B-24430","VP; sp. nov.; validly published under the ICNP; correct name",778733,"https://lpsn.dsmz.de/species/nocardia-jejuensis"
"Nocardia","jiangsuensis",NA,"CGMCC 4.7330; KCTC 39691; KLBMP S0027","VP; sp. nov.; validly published under the ICNP; correct name",794773,"https://lpsn.dsmz.de/species/nocardia-jiangsuensis"
"Nocardia","jiangxiensis",NA,"43401; CGMCC 4.1905; DSM 17684; JCM 12861; NBRC 101359","VP; sp. nov.; validly published under the ICNP; correct name",778734,"https://lpsn.dsmz.de/species/nocardia-jiangxiensis"
"Nocardia","jinanensis",NA,"04-5195; CGMCC 4.3508; DSM 45048; JCM 14879","VP; sp. nov.; validly published under the ICNP; correct name",785362,"https://lpsn.dsmz.de/species/nocardia-jinanensis"
"Nocardia","kroppenstedtii",NA,"DSM 45810; N1286; NCTC 13617","VP; sp. nov.; validly published under the ICNP; correct name",791632,"https://lpsn.dsmz.de/species/nocardia-kroppenstedtii"
"Nocardia","kruczakiae",NA,"ATCC BAA-948; DSM 44877; JCM 13032; NBRC 101016","VL; sp. nov.; validly published under the ICNP; correct name",778737,"https://lpsn.dsmz.de/species/nocardia-kruczakiae"
